gene	MvsTFC	MvsLFC	MvsSFC	TvsLFC	TvsSFC	LvsSFC						
SCO6595	3,61	5,07	8,58	1,40	2,37	1,69						
SCO6596	2,47	2,16	4,16	0,88	1,69	1,92						
SCO6606	2,06	4,23	3,99	2,05	1,94	0,94						
SCO6607	2,48	2,42	2,87	0,98	1,16	1,19						
SCO6608	2,13	2,58	3,54	1,21	1,67	1,37						
SCO6609	1,21	1,37	3,34	1,13	2,76	2,44						
SCO6612	0,94	0,96	0,41	1,02	0,44	0,43						
SCO6613	1,04	0,89	0,51	0,86	0,49	0,57						
SCO6614	2,36	3,12	4,09	1,32	1,73	1,31						
SCO6615	2,43	3,14	3,64	1,29	1,50	1,16						
SCO6621	1,21	1,66	5,41	1,36	4,45	3,27						
SCO6622	1,49	2,04	2,11	1,37	1,42	1,04						
SCO6624	1,30	2,54	1,07	1,95	0,83	0,42						
SCO6625	1,55	2,84	6,62	1,83	4,27	2,33						
SCO6629	1,12	6,49	8,49	5,77	7,55	1,31						
SCO6630	1,44	3,10	4,33	2,15	3,01	1,40						
SCO6631	2,25	3,63	8,00	1,61	3,56	2,20						
SCO6632	1,93	2,24	3,85	1,16	1,99	1,72						
SCO6633	1,85	1,58	2,77	0,86	1,50	1,75						
SCO6637	2,04	2,75	2,23	1,35	1,09	0,81						
SCO6638	2,46	3,45	2,88	1,40	1,17	0,84						
SCO6641	0,60	0,50	0,50	0,83	0,83	0,99						
SCO6643	0,83	0,58	0,49	0,70	0,60	0,85						
SCO6644	0,70	0,40	0,23	0,57	0,33	0,58						
SCO6645	0,62	0,35	0,16	0,57	0,26	0,46						
SCO6646	0,72	0,35	0,19	0,49	0,27	0,55						
SCO6647	0,63	1,05	62,58	1,67	99,66	59,68						
SCO6649	1,61	2,72	1,71	1,69	1,06	0,63						
SCO6650	3,50	7,38	212,16	2,11	60,64	28,76						
SCO6651	2,02	5,11	218,82	2,54	108,52	42,79						
SCO6652	1,70	4,20	183,15	2,47	107,97	43,66						
SCO6653	1,29	2,58	107,50	1,99	83,11	41,66						
SCO6654	1,90	2,36	16,48	1,24	8,67	6,97						
SCO6655	2,57	4,93	225,32	1,92	87,59	45,72						
SCO6657	0,64	0,45	0,31	0,70	0,49	0,70						
SCO6659	0,68	0,41	0,48	0,61	0,72	1,17						
SCO6660	0,60	0,34	0,38	0,57	0,64	1,12						
SCO6661	0,51	0,25	0,25	0,48	0,49	1,02						
SCO6662	0,59	0,17	0,19	0,29	0,32	1,09						
SCO6663	0,95	0,09	0,09	0,09	0,09	1,05						
SCO6665	2,07	1,53	3,19	0,74	1,54	2,09						
SCO6666	1,03	1,30	3,81	1,27	3,70	2,92						
SCO6671	0,76	1,00	0,42	1,31	0,56	0,42						
SCO6672	2,07	0,83	1,06	0,40	0,51	1,27						
SCO6673	1,72	0,76	0,91	0,44	0,53	1,20						
SCO6674	1,40	1,52	2,85	1,09	2,03	1,87						
SCO6675	1,53	1,91	2,21	1,25	1,44	1,15						
SCO6676	0,67	0,32	1,02	0,48	1,52	3,13						
SCO6681	2,88	38,59	98,81	13,40	34,30	2,56						
SCO6682	3,33	45,10	393,50	13,52	118,02	8,73						
SCO6683	3,00	25,41	108,38	8,46	36,09	4,27						
SCO6684	0,86	7,46	16,25	8,66	18,86	2,18						
SCO6685	1,58	10,03	25,55	6,35	16,17	2,55						
SCO6687	1,03	0,57	1,18	0,55	1,15	2,09						
SCO6688	0,79	0,46	0,43	0,59	0,55	0,94						
SCO6689	0,89	0,56	0,42	0,63	0,47	0,75						
SCO6690	1,54	1,89	2,71	1,23	1,76	1,43						
SCO6691	2,65	67,70	105,02	25,53	39,60	1,55						
SCO6692	0,48	0,73	0,32	1,52	0,67	0,44						
SCO6693	0,48	0,75	0,41	1,58	0,86	0,54						
SCO6694	0,37	0,61	0,52	1,64	1,40	0,85						
SCO6695	1,38	0,63	0,41	0,46	0,29	0,64						
SCO6696	1,65	4,60	5,33	2,79	3,23	1,16						
SCO6702	2,21	1,83	2,25	0,83	1,02	1,23						
SCO6706	1,30	4,45	5,56	3,43	4,28	1,25						
SCO6708	6,34	125,54	94,57	19,81	14,92	0,75						
SCO6709	1,47	4,20	3,67	2,86	2,50	0,87						
SCO6710	1,47	2,37	12,33	1,61	8,41	5,21						
SCO6711	1,37	1,70	13,85	1,24	10,10	8,17						
SCO6712	1,25	1,36	3,96	1,09	3,17	2,91						
SCO6713	1,34	1,31	2,06	0,97	1,53	1,57						
SCO6714	0,58	0,48	0,48	0,82	0,82	1,00						
SCO6715	0,50	0,58	0,80	1,17	1,62	1,38						
SCO6718	2,30	2,38	2,09	1,04	0,91	0,88						
SCO6720	0,68	0,80	1,43	1,18	2,11	1,79						
SCO6721	0,88	1,32	3,69	1,49	4,17	2,79						
SCO6722	0,76	1,74	5,75	2,29	7,59	3,31						
SCO6723	1,21	1,54	3,23	1,28	2,68	2,09						
SCO6728	1,60	1,95	12,21	1,22	7,65	6,25						
SCO6729	1,01	0,83	2,11	0,82	2,09	2,54						
SCO6731	1,72	2,78	2,84	1,61	1,65	1,02						
SCO6732	1,42	2,62	2,43	1,85	1,72	0,93						
SCO6734	0,39	0,59	0,27	1,52	0,70	0,46						
SCO6735	0,42	0,51	0,82	1,21	1,96	1,62						
SCO6736	1,58	3,21	2,77	2,04	1,76	0,86						
SCO6738	1,99	1,86	5,00	0,94	2,51	2,69						
SCO6739	1,55	2,02	2,35	1,30	1,52	1,16						
SCO6740	1,37	0,50	0,32	0,37	0,23	0,64						
SCO6741	3,12	2,10	15,17	0,67	4,87	7,22						
SCO6745	1,27	2,21	0,52	1,74	0,41	0,24						
SCO6746	2,79	2,00	3,07	0,72	1,10	1,53						
SCO6747	1,80	1,73	4,09	0,96	2,27	2,36						
SCO6748	1,09	0,75	0,51	0,68	0,47	0,69						
SCO6749	0,80	9,45	47,61	11,84	59,70	5,04						
SCO6750	1,37	2,71	1,93	1,98	1,41	0,71						
SCO6752	0,75	0,31	0,09	0,42	0,11	0,28						
SCO6753	0,82	0,40	0,12	0,49	0,14	0,29						
SCO6754	0,71	0,32	0,08	0,45	0,12	0,27						
SCO6755	0,79	0,32	0,07	0,41	0,09	0,22						
SCO6756	0,79	0,33	0,06	0,42	0,08	0,18						
SCO6757	0,91	0,46	0,26	0,51	0,28	0,56						
SCO6758	0,93	0,57	0,26	0,61	0,28	0,46						
SCO6764	1,16	1,05	2,44	0,90	2,10	2,32						
SCO6765	1,51	1,69	3,78	1,11	2,50	2,24						
SCO6766	2,15	3,60	7,29	1,68	3,40	2,02						
SCO6767	1,81	2,98	6,38	1,65	3,52	2,14						
SCO6768	2,32	4,06	11,90	1,75	5,12	2,93						
SCO6769	2,38	4,64	12,05	1,95	5,05	2,60						
SCO6770	0,60	0,38	0,56	0,63	0,93	1,46						
SCO6771	0,97	0,59	1,21	0,61	1,25	2,04						
SCO6773	0,41	5,43	8,10	13,30	19,82	1,49						
SCO6774	1,12	3,13	6,75	2,80	6,04	2,16						
SCO6775	0,98	0,53	0,31	0,54	0,31	0,58						
SCO6777	0,67	0,83	1,51	1,23	2,24	1,82						
SCO6778	0,69	0,81	1,62	1,19	2,35	1,98						
SCO6780	2,09	1,24	1,13	0,59	0,54	0,91						
SCO6783	1,56	1,85	2,23	1,19	1,43	1,20						
SCO6791	1,29	2,30	1,21	1,77	0,93	0,53						
SCO6794	4,04	183,24	272,13	45,37	67,38	1,49						
SCO6795	6,16	333,42	547,55	54,16	88,94	1,64						
SCO6796	3,65	196,10	346,14	53,75	94,87	1,77						
SCO6797	3,52	183,92	295,24	52,29	83,94	1,61						
SCO6798	3,97	210,40	320,05	53,06	80,71	1,52						
SCO6799	0,10	0,29	0,29	2,85	2,82	0,99						
SCO6800	0,10	0,25	0,35	2,49	3,40	1,37						
SCO6801	0,25	0,23	0,25	0,93	0,99	1,07						
SCO6802	0,50	0,33	0,58	0,67	1,17	1,75						
SCO6804	1,11	0,65	2,86	0,59	2,58	4,40						
SCO6806	0,37	0,27	1,14	0,75	3,13	4,19						
SCO6807	1,07	0,79	1,59	0,74	1,48	2,00						
SCO6808	2,83	2,91	5,46	1,03	1,93	1,88						
SCO6809	1,00	3,07	4,31	3,07	4,30	1,40						
SCO6810	0,80	2,48	3,46	3,09	4,31	1,40						
SCO6811	0,73	1,81	1,98	2,48	2,70	1,09						
SCO6812	1,07	1,97	2,61	1,84	2,44	1,33						
SCO6813	0,90	1,45	1,91	1,62	2,13	1,32						
SCO6814	1,84	2,02	4,54	1,09	2,46	2,25						
SCO6815	1,56	1,08	2,40	0,69	1,54	2,22						
SCO6816	1,41	1,89	3,49	1,34	2,48	1,85						
SCO6817	1,81	2,16	9,15	1,19	5,06	4,24						
SCO6818	1,56	4,02	8,40	2,57	5,38	2,09						
SCO6819	1,97	4,76	10,80	2,42	5,48	2,27						
SCO6820	1,59	3,50	11,56	2,20	7,27	3,31						
SCO6821	3,71	6,20	19,23	1,67	5,19	3,10						
SCO6822	0,80	0,61	2,53	0,77	3,18	4,13						
SCO6824	1,23	1,88	2,51	1,53	2,04	1,33						
SCO6827	1,13	1,29	2,67	1,14	2,35	2,07						
SCO6828	1,30	7,47	16,73	5,75	12,89	2,24						
SCO6830	1,76	1,66	2,00	0,94	1,14	1,21						
SCO6831	1,15	1,04	3,89	0,90	3,38	3,76						
SCO6832	1,08	1,18	3,17	1,09	2,94	2,69						
SCO6833	2,17	1,53	2,79	0,71	1,29	1,82						
SCO6834	0,81	1,11	1,63	1,37	2,01	1,47						
SCO6836	0,95	1,36	2,53	1,44	2,67	1,85						
SCO6840	0,57	0,50	2,02	0,88	3,53	4,03						
SCO6841	0,68	2,50	2,03	3,67	2,98	0,81						
SCO6861	0,81	0,54	0,29	0,67	0,36	0,54						
SCO6862	1,24	0,93	0,42	0,76	0,34	0,45						
SCO6864	0,64	0,28	0,13	0,44	0,20	0,46						
SCO6906	2,71	8,54	17,77	3,15	6,56	2,08						
SCO6908	0,92	5,83	15,32	6,31	16,57	2,63						
SCO6909	1,64	4,59	4,78	2,81	2,92	1,04						
SCO6915	0,80	0,38	0,54	0,47	0,68	1,45						
SCO6916	0,97	0,57	0,23	0,59	0,24	0,41						
SCO6917	1,53	1,02	0,29	0,67	0,19	0,28						
SCO6926	0,83	0,42	1,51	0,51	1,82	3,56						
SCO6927	0,85	1,25	1,72	1,47	2,01	1,37						
SCO6928	1,22	2,04	3,02	1,68	2,48	1,48						
SCO6929	1,45	2,36	5,28	1,63	3,65	2,24						
SCO6930	1,04	1,61	2,33	1,55	2,23	1,44						
SCO6931	1,23	7,54	18,12	6,14	14,76	2,40						
SCO6932	0,99	4,55	10,07	4,61	10,19	2,21						
SCO6934	1,54	4,00	9,98	2,61	6,50	2,50						
SCO6938	1,42	2,74	8,95	1,94	6,32	3,27						
SCO6942	1,02	3,04	5,97	2,97	5,84	1,96						
SCO6943	1,36	6,06	9,73	4,45	7,15	1,61						
SCO6944	1,25	3,65	6,97	2,92	5,58	1,91						
SCO6947	1,69	2,76	4,00	1,63	2,36	1,45						
SCO6949	0,83	1,40	2,59	1,67	3,11	1,86						
SCO6950	1,49	5,56	11,40	3,72	7,64	2,05						
SCO6951	1,02	1,47	2,01	1,44	1,97	1,37						
SCO6953	1,23	1,74	3,73	1,41	3,03	2,14						
SCO6960	0,91	1,94	2,39	2,14	2,64	1,23						
SCO6961	2,29	16,59	27,31	7,24	11,91	1,65						
SCO6962	2,04	15,34	23,43	7,53	11,49	1,53						
SCO6965	1,95	2,86	2,81	1,46	1,44	0,98						
SCO6966	1,51	2,26	1,59	1,50	1,06	0,70						
SCO6967	1,56	1,79	0,78	1,15	0,50	0,44						
SCO6969	1,01	0,56	0,40	0,55	0,40	0,72						
SCO6970	0,91	0,52	0,26	0,58	0,29	0,50						
SCO6971	1,24	0,82	0,49	0,66	0,39	0,60						
SCO6975	2,03	1,26	2,30	0,62	1,13	1,83						
SCO6976	2,03	1,45	3,02	0,71	1,48	2,08						
SCO6977	2,06	1,47	2,69	0,71	1,30	1,83						
SCO6978	1,97	1,38	2,47	0,70	1,25	1,79						
SCO6979	2,56	2,33	4,52	0,91	1,76	1,94						
SCO6980	2,52	1,97	4,21	0,78	1,67	2,14						
SCO6981	2,65	1,91	3,89	0,72	1,47	2,04						
SCO6982	2,48	1,69	3,12	0,68	1,26	1,85						
SCO6983	1,54	1,44	11,94	0,94	7,78	8,30						
SCO6984	1,55	0,71	1,72	0,46	1,12	2,43						
SCO6985	1,46	0,50	0,81	0,34	0,56	1,62						
SCO6986	1,68	2,42	3,30	1,44	1,97	1,36						
SCO6989	1,17	0,44	0,99	0,38	0,85	2,25						
SCO6990	1,48	0,20	0,68	0,14	0,46	3,33						
SCO6993	1,03	1,07	7,06	1,04	6,85	6,60						
SCO6995	1,26	3,57	24,12	2,83	19,11	6,76						
SCO6998	0,46	0,39	0,22	0,85	0,47	0,55						
SCO6999	0,42	0,48	0,10	1,12	0,24	0,22						
SCO7002	1,71	3,69	4,79	2,15	2,79	1,30						
SCO7003	1,36	3,12	3,77	2,30	2,78	1,21						
SCO7004	2,58	2,93	2,28	1,13	0,88	0,78						
SCO7005	3,33	3,37	3,33	1,01	1,00	0,99						
SCO7006	3,23	3,40	2,93	1,05	0,91	0,86						
SCO7007	3,83	10,00	29,75	2,61	7,77	2,98						
SCO7008	1,02	1,94	3,82	1,91	3,75	1,97						
SCO7009	1,20	0,68	0,50	0,57	0,41	0,73						
SCO7010	3,66	9,58	1,14	2,62	0,31	0,12						
SCO7011	3,91	11,23	1,95	2,87	0,50	0,17						
SCO7012	3,96	11,05	1,83	2,79	0,46	0,17						
SCO7013	4,02	11,67	1,99	2,91	0,50	0,17						
SCO7015	2,43	2,70	1,90	1,11	0,78	0,71						
SCO7018	1,35	0,78	0,41	0,58	0,30	0,52						
SCO7019	0,61	0,45	0,46	0,74	0,76	1,03						
SCO7021	1,26	2,20	2,85	1,75	2,26	1,30						
SCO7022	1,12	2,14	2,25	1,91	2,00	1,05						
SCO7024	2,09	2,04	1,70	0,98	0,81	0,83						
SCO7027	1,01	0,60	0,48	0,60	0,47	0,79						
SCO7028	1,98	1,52	2,61	0,76	1,32	1,72						
SCO7034	4,24	9,02	73,09	2,13	17,24	8,10						
SCO7035	3,03	6,39	51,10	2,10	16,84	8,00						
SCO7036	2,48	9,30	1,37	3,75	0,55	0,15						
SCO7037	3,12	13,47	5,78	4,32	1,86	0,43						
SCO7040	1,16	1,38	0,33	1,19	0,28	0,24						
SCO7041	1,02	1,27	0,56	1,24	0,54	0,44						
SCO7043	0,64	1,98	4,25	3,09	6,64	2,15						
SCO7047	1,59	0,55	0,25	0,35	0,16	0,46						
SCO7048	1,62	1,72	2,08	1,06	1,28	1,21						
SCO7049	1,47	0,96	0,61	0,65	0,42	0,64						
SCO7050	0,73	0,64	1,30	0,88	1,79	2,03						
SCO7051	0,42	0,66	3,23	1,58	7,74	4,89						
SCO7056	2,06	2,26	1,89	1,10	0,92	0,84						
SCO7057	2,91	2,45	1,00	0,84	0,34	0,41						
SCO7058	0,45	0,37	0,31	0,82	0,68	0,82						
SCO7059	0,69	0,47	0,25	0,68	0,36	0,53						
SCO7060	0,59	0,53	0,36	0,90	0,61	0,68						
SCO7065	1,36	2,54	4,54	1,87	3,34	1,78						
SCO7066	1,14	15,50	3,06	13,65	2,69	0,20						
SCO7067	1,33	5,00	1,27	3,76	0,96	0,25						
SCO7070	0,92	1,34	0,60	1,45	0,65	0,45						
SCO7075	1,21	0,86	0,59	0,71	0,49	0,69						
SCO7076	1,70	0,98	0,55	0,58	0,33	0,56						
SCO7077	1,38	0,52	0,53	0,38	0,38	1,01						
SCO7080	0,74	0,41	0,31	0,55	0,42	0,76						
SCO7086	1,16	1,61	0,77	1,38	0,66	0,48						
SCO7087	1,38	1,58	0,64	1,14	0,46	0,40						
SCO7092	1,41	2,01	3,21	1,42	2,28	1,60						
SCO7095	0,86	0,97	7,51	1,13	8,78	7,74						
SCO7098	3,41	3,88	41,69	1,14	12,22	10,74						
SCO7100	0,84	0,97	2,36	1,16	2,82	2,42						
SCO7101	0,65	0,44	0,34	0,68	0,52	0,77						
SCO7102	1,00	0,75	0,42	0,75	0,42	0,55						
SCO7108	0,72	1,79	3,01	2,51	4,21	1,68						
SCO7111	0,81	0,44	0,43	0,55	0,53	0,98						
SCO7126	0,67	0,98	0,46	1,46	0,69	0,47						
SCO7127	0,97	1,71	2,21	1,75	2,26	1,29						
SCO7130	0,80	1,32	3,41	1,64	4,25	2,59						
SCO7131	0,73	1,56	3,16	2,13	4,31	2,02						
SCO7132	0,50	2,27	3,36	4,54	6,72	1,48						
SCO7147	0,70	0,54	2,23	0,77	3,19	4,13						
SCO7148	0,84	0,40	1,26	0,48	1,50	3,15						
SCO7149	0,62	0,28	0,82	0,44	1,32	2,98						
SCO7150	0,76	1,25	2,47	1,64	3,24	1,97						
SCO7154	0,73	0,42	0,57	0,58	0,78	1,35						
SCO7164	0,73	0,39	0,25	0,53	0,34	0,65						
SCO7167	1,17	0,43	0,54	0,37	0,46	1,25						
SCO7171	0,62	0,54	1,41	0,88	2,28	2,60						
SCO7173	1,13	0,57	0,36	0,51	0,32	0,64						
SCO7174	1,94	1,16	5,57	0,60	2,87	4,82						
SCO7186	1,41	3,31	2,39	2,34	1,69	0,72						
SCO7187	1,33	14,98	10,29	11,25	7,73	0,69						
SCO7189	0,32	1,41	8,06	4,41	25,24	5,73						
SCO7190	1,00	3,59	16,67	3,59	16,70	4,65						
SCO7191	2,44	6,75	3,96	2,76	1,62	0,59						
SCO7192	2,82	161,71	43,12	57,42	15,31	0,27						
SCO7193	1,43	14,49	4,66	10,10	3,25	0,32						
SCO7197	1,35	2,99	3,40	2,21	2,52	1,14						
SCO7198	0,64	1,15	0,42	1,80	0,65	0,36						
SCO7199	0,64	1,42	0,72	2,20	1,12	0,51						
SCO7200	0,70	1,69	0,97	2,43	1,39	0,57						
SCO7205	1,76	2,56	1,29	1,46	0,73	0,50						
SCO7206	1,46	5,68	10,31	3,88	7,04	1,82						
SCO7207	1,76	5,89	11,45	3,35	6,50	1,94						
SCO7210	1,00	3,38	2,22	3,38	2,22	0,66						
SCO7211	0,85	1,95	1,40	2,29	1,65	0,72						
SCO7215	1,76	2,23	1,88	1,26	1,06	0,84						
SCO7216	0,49	0,59	0,09	1,21	0,18	0,15						
SCO7217	0,43	0,57	0,06	1,32	0,13	0,10						
SCO7218	0,55	0,62	0,10	1,11	0,18	0,17						
SCO7220	0,83	1,41	2,25	1,70	2,72	1,60						
SCO7221	0,36	2,37	9,71	6,60	27,05	4,10						
SCO7226	1,21	3,31	24,17	2,73	19,94	7,30						
SCO7227	2,18	4,23	38,52	1,94	17,69	9,11						
SCO7233	0,93	1,98	3,88	2,12	4,16	1,96						
SCO7234	0,79	1,39	1,88	1,76	2,38	1,35						
SCO7236	0,89	2,29	1,66	2,56	1,85	0,72						
SCO7237	0,90	2,82	1,72	3,13	1,91	0,61						
SCO7239	2,13	2,16	2,69	1,01	1,26	1,25						
SCO7240	1,82	1,91	4,35	1,05	2,39	2,28						
SCO7241	1,57	1,99	3,32	1,27	2,12	1,67						
SCO7243	1,32	2,45	9,11	1,86	6,92	3,72						
SCO7244	2,92	2,34	4,99	0,80	1,71	2,13						
SCO7246	3,48	3,32	6,79	0,96	1,95	2,04						
SCO7247	2,42	2,49	3,46	1,03	1,43	1,39						
SCO7248	1,78	2,02	2,68	1,13	1,50	1,33						
SCO7250	1,30	2,17	4,59	1,66	3,52	2,12						
SCO7251	5,85	103,89	261,77	17,76	44,75	2,52						
SCO7252	5,63	41,77	116,91	7,42	20,77	2,80						
SCO7253	1,91	15,11	45,60	7,91	23,88	3,02						
SCO7254	1,41	2,03	2,22	1,44	1,58	1,10						
SCO7255	1,57	2,73	3,20	1,74	2,04	1,17						
SCO7257	2,21	56,39	39,12	25,56	17,73	0,69						
SCO7259	0,70	2,77	1,94	3,97	2,78	0,70						
SCO7260	1,18	2,12	1,94	1,80	1,65	0,91						
SCO7261	4,39	2,31	6,80	0,53	1,55	2,95						
SCO7263	0,56	1,57	4,63	2,82	8,30	2,95						
SCO7265	1,59	2,62	3,81	1,65	2,39	1,45						
SCO7266	2,22	5,73	6,33	2,58	2,85	1,11						
SCO7267	1,09	0,58	0,20	0,53	0,18	0,34						
SCO7268	1,00	0,69	0,32	0,69	0,32	0,46						
SCO7269	1,39	6,12	17,36	4,42	12,52	2,84						
SCO7271	1,50	0,94	0,63	0,62	0,42	0,67						
SCO7273	3,19	2,77	15,93	0,87	5,00	5,76						
SCO7276	0,41	0,89	0,83	2,17	2,02	0,93						
SCO7281	1,11	2,28	2,51	2,05	2,26	1,10						
SCO7283	1,62	2,16	2,62	1,34	1,62	1,21						
SCO7286	1,32	0,89	0,55	0,68	0,42	0,61						
SCO7287	1,12	1,87	0,84	1,67	0,75	0,45						
SCO7288	0,79	0,50	0,28	0,63	0,35	0,56						
SCO7289	0,99	2,97	1,94	3,00	1,96	0,65						
SCO7290	1,30	2,37	4,24	1,82	3,25	1,79						
SCO7291	1,15	1,30	7,28	1,13	6,31	5,61						
SCO7294	0,91	2,25	2,04	2,48	2,24	0,91						
SCO7302	0,74	0,53	3,89	0,71	5,22	7,37						
SCO7309	0,92	0,47	0,40	0,51	0,44	0,85						
SCO7311	1,06	1,84	0,77	1,73	0,72	0,42						
SCO7314	1,06	3,18	2,30	3,00	2,17	0,72						
SCO7315	1,18	3,17	1,86	2,69	1,58	0,59						
SCO7316	0,69	1,79	1,40	2,60	2,04	0,79						
SCO7317	1,04	2,76	2,76	2,64	2,64	1,00						
SCO7318	1,02	0,41	0,13	0,40	0,13	0,32						
SCO7323	0,71	1,04	0,51	1,46	0,72	0,49						
SCO7325	0,89	1,95	1,21	2,18	1,35	0,62						
SCO7326	0,81	0,82	0,45	1,02	0,56	0,55						
SCO7328	1,60	4,06	7,28	2,54	4,56	1,79						
SCO7329	2,20	14,56	21,35	6,63	9,72	1,47						
SCO7331	1,33	2,20	0,89	1,65	0,67	0,41						
SCO7332	1,66	4,87	4,80	2,93	2,89	0,99						
SCO7333	2,16	7,28	6,37	3,37	2,95	0,88						
SCO7334	1,39	6,93	7,05	4,99	5,07	1,02						
SCO7335	1,59	5,06	7,45	3,18	4,69	1,47						
SCO7337	1,83	9,96	20,70	5,46	11,34	2,08						
SCO7338	0,89	4,80	7,06	5,41	7,96	1,47						
SCO7342	0,75	2,17	5,91	2,88	7,87	2,73						
SCO7343	1,12	3,80	7,79	3,39	6,96	2,05						
SCO7344	1,08	20,35	131,95	18,84	122,19	6,48						
SCO7347	0,80	0,52	0,42	0,65	0,52	0,81						
SCO7351	1,14	1,65	3,62	1,45	3,18	2,19						
SCO7352	1,18	1,18	3,41	1,00	2,89	2,90						
SCO7353	1,16	1,71	3,41	1,48	2,95	2,00						
SCO7355	1,62	2,05	1,26	1,26	0,78	0,61						
SCO7356	2,10	2,21	1,66	1,05	0,79	0,75						
SCO7357	1,40	2,19	2,36	1,57	1,69	1,08						
SCO7363	0,87	0,45	1,06	0,51	1,21	2,36						
SCO7366	1,75	4,58	4,16	2,62	2,38	0,91						
SCO7368	1,27	2,63	2,27	2,07	1,78	0,86						
SCO7369	0,13	0,29	0,18	2,21	1,35	0,61						
SCO7371	0,86	3,01	3,29	3,52	3,85	1,09						
SCO7372	0,91	2,47	2,21	2,70	2,41	0,89						
SCO7374	0,86	2,60	2,33	3,00	2,70	0,90						
SCO7376	0,88	2,15	1,52	2,43	1,72	0,71						
SCO7377	0,96	2,10	1,49	2,17	1,55	0,71						
SCO7378	1,35	2,73	1,92	2,02	1,42	0,70						
SCO7383	1,10	3,04	4,62	2,75	4,19	1,52						
SCO7385	1,12	1,43	2,21	1,28	1,98	1,55						
SCO7387	1,02	5,05	6,84	4,97	6,74	1,36						
SCO7388	0,98	2,74	4,60	2,79	4,69	1,68						
SCO7389	1,27	5,02	7,43	3,96	5,86	1,48						
SCO7393	1,26	4,89	2,98	3,89	2,37	0,61						
SCO7395	1,43	1,48	2,42	1,04	1,69	1,64						
SCO7397	0,56	0,17	0,28	0,30	0,51	1,69						
SCO7398	0,56	0,06	0,22	0,11	0,39	3,42						
SCO7399	0,61	0,06	0,35	0,10	0,57	5,87						
SCO7400	0,59	0,07	0,33	0,11	0,56	4,88						
SCO7401	0,39	0,18	0,43	0,46	1,12	2,47						
SCO7404	1,66	2,32	1,32	1,40	0,80	0,57						
SCO7406	2,76	1,86	1,80	0,68	0,65	0,96						
SCO7411	0,77	1,90	1,64	2,46	2,12	0,86						
SCO7412	0,75	2,75	1,80	3,66	2,40	0,66						
SCO7413	0,53	2,04	1,27	3,89	2,42	0,62						
SCO7416	1,04	0,26	0,04	0,24	0,04	0,17						
SCO7417	1,47	0,34	0,03	0,23	0,02	0,09						
SCO7418	1,22	0,24	0,02	0,20	0,01	0,06						
SCO7419	1,40	0,27	0,02	0,19	0,02	0,08						
SCO7420	1,22	0,24	0,02	0,20	0,02	0,09						
SCO7421	1,20	0,24	0,03	0,20	0,02	0,12						
SCO7422	0,99	0,23	0,02	0,23	0,02	0,10						
SCO7427	0,68	0,75	0,47	1,11	0,70	0,63						
SCO7428	0,57	0,40	0,09	0,70	0,17	0,23						
SCO7430	0,52	0,39	0,11	0,75	0,22	0,29						
SCO7431	1,37	2,56	2,64	1,87	1,93	1,03						
SCO7432	0,72	1,01	11,63	1,40	16,19	11,53						
SCO7434	1,32	6,29	8,95	4,76	6,78	1,42						
SCO7440	0,93	1,11	0,53	1,19	0,57	0,48						
SCO7444	1,68	1,85	5,42	1,10	3,23	2,94						
SCO7452	1,33	2,67	3,91	2,00	2,93	1,46						
SCO7453	1,17	2,66	3,95	2,27	3,37	1,48						
SCO7454	1,24	0,90	0,16	0,72	0,13	0,18						
SCO7456	1,33	4,62	1,98	3,47	1,48	0,43						
SCO7458	2,11	1,86	1,00	0,88	0,47	0,54						
SCO7459	1,52	1,39	3,21	0,91	2,11	2,31						
SCO7460	1,64	4,06	25,05	2,48	15,30	6,17						
SCO7462	1,04	0,44	0,41	0,42	0,39	0,93						
SCO7463	1,12	0,59	0,06	0,53	0,05	0,10						
SCO7464	1,17	0,71	0,06	0,61	0,05	0,08						
SCO7465	1,11	0,62	0,06	0,56	0,06	0,10						
SCO7466	1,20	0,67	0,07	0,56	0,06	0,10						
SCO7467	1,38	1,65	0,14	1,20	0,10	0,09						
SCO7468	1,86	2,41	1,78	1,30	0,96	0,74						
SCO7469	2,32	18,30	2,43	7,88	1,04	0,13						
SCO7470	3,00	22,47	2,87	7,50	0,96	0,13						
SCO7471	1,53	9,17	1,00	6,00	0,66	0,11						
SCO7472	1,42	7,99	0,74	5,62	0,52	0,09						
SCO7473	1,06	6,37	0,51	6,02	0,48	0,08						
SCO7474	1,32	7,06	0,47	5,36	0,35	0,07						
SCO7475	1,07	6,68	0,40	6,25	0,38	0,06						
SCO7476	0,69	2,06	3,57	2,98	5,16	1,73						
SCO7477	1,72	1,17	2,06	0,68	1,20	1,76						
SCO7478	1,64	1,15	0,70	0,70	0,43	0,61						
SCO7479	0,81	2,33	0,79	2,87	0,97	0,34						
SCO7481	1,80	5,23	3,32	2,90	1,84	0,63						
SCO7483	0,72	0,76	96,50	1,05	133,91	127,60						
SCO7484	0,74	0,90	2,78	1,21	3,73	3,08						
SCO7485	1,16	1,28	3,46	1,10	2,98	2,70						
SCO7487	2,10	1,01	2,51	0,48	1,20	2,50						
SCO7490	0,50	0,71	0,63	1,43	1,26	0,88						
SCO7494	0,65	1,55	1,05	2,37	1,61	0,68						
SCO7500	1,90	2,95	11,77	1,55	6,18	3,99						
SCO7501	1,53	1,76	3,21	1,15	2,10	1,82						
SCO7503	2,55	0,85	0,42	0,33	0,17	0,50						
